10.195  11.036
3.8429  1.2604
8.9631  10.025
12.016  15.276
10.457  10.769
10.702  9.1698
7.4935  5.2791
6.8334  8.9456
10.022  10.788
12.817  17.223
 10.77  3.8345
6.6218  5.2624
8.6451  4.5515
10.031  7.2225
2.5588  2.0599
9.3142  1.3565
6.6804  12.206
9.3898  10.579
18.629  19.855
14.179  12.974
5.5749  3.9424
12.683  15.783
5.4557  7.1465
2.6374  3.9165
9.3243   9.711
7.4762   5.684
10.504    12.3
7.4832  12.914
13.134  11.343
11.575   16.26
10.539  10.745
8.3379  9.5236
8.4245  10.625
6.1628   7.205
13.118  15.816
14.297  16.888
 14.21  16.376
5.4183  5.0469
15.756  15.214
 11.18  10.064
10.267  8.9092
13.774  12.129
14.132  8.8076
7.7924  7.8328
15.006  17.521
4.8662  -.4949
10.571  4.9398
7.2151  8.2954
8.4498  8.7169
7.3446  9.7776
6.3008  3.4036
9.0832  9.8742
7.0454  11.979
12.061  12.244
9.7187  7.6518
11.559  10.673
10.804      11
13.929  12.449
10.031  6.9141
12.771  9.2354
8.6408  5.7934
 10.23  9.6133
9.1073  10.491
8.5029  2.7914
9.2848  7.4776
4.7062  -.1441
5.7866  11.281
5.8983  2.6733
7.5231  9.0561
10.939  10.377
7.5048  7.6184
8.0445  10.075
11.863  12.431
7.0614  9.9577
9.6698   10.69
8.4334  -.4042
13.026  9.8686
15.334  16.057
12.252  9.9446
7.2781  4.9839
14.887  16.139
14.732    17.2
7.0758  3.3787
12.883  14.985
12.437  17.715
9.5849  12.847
8.0365  10.732
8.9281   14.41
7.7056   5.154
7.8728  12.558
11.058  9.3373
 8.849  13.571
11.137  7.5261
9.5236  2.8343
7.0575   7.473
12.783  17.594
8.5039  8.3713
 2.608   2.498
  5.45  1.3894
6.1301  2.0355
10.113  11.172
10.811  12.241
13.328  14.172
13.667  12.869
 8.952  6.4858
12.856  13.014
14.897  19.463
15.363  12.251
9.4701  9.3285
8.4114  5.5168
7.1234  4.3006
8.1434   8.277
8.7471  13.638
5.8899  3.6974
10.018  12.997
10.417   15.09
13.911   16.91
11.545  13.932
6.2354  5.5952
-.0358  .34046
11.759  17.528
8.5501  7.3582
12.076  18.172
8.7131  5.4272
 13.91  15.318
10.189  7.1511
8.8647  9.8642
8.3963  8.8879
11.133  10.954
 12.93  13.642
11.999  13.678
10.516  11.289
10.271  11.752
6.5316  3.6707
9.2866  5.2673
10.192   11.45
7.4181  8.8056
9.1101  8.1152
9.6473  12.855
6.9402  10.224
 5.017  3.7653
 8.299  9.5359
10.454  11.593
6.6971  3.9194
11.163  12.123
   5.1    4.49
13.317  16.202
5.3882  5.5831
13.285  10.098
 4.375  4.6038
9.6886  7.4154
4.9304  4.4924
3.2139   2.573
9.4254  10.791
6.0131  7.1327
6.1637  5.1163
10.866  8.8101
8.5005  9.7758
10.214  14.434
11.215  11.759
12.214  9.9557
9.2736  9.2315
3.7892  -0.802
9.2684  9.2324
11.515  12.152
6.7432  4.7044
7.6081  9.6489
7.3939  4.0916
7.6939  4.5802
7.2343  7.6966
6.9967  8.4274
10.935  6.7484
13.753  14.138
10.548  9.0055
9.5813  7.3306
13.215  12.881
10.322  11.827
6.1413   5.607
9.9472  9.1337
14.237  12.168
17.348   15.64
10.161  7.3927
11.678  15.473
9.8017  7.9396
4.8608   2.673
10.978  15.813
 11.66  13.755
 12.59   14.16
6.6104  4.5153
8.2399  7.4958
10.052  6.6183
3.8107  -2.799
6.9135  5.1841
8.9721  9.0549
7.3178  1.9775
5.8068  .68459
 6.949  .92093
10.938   11.26
7.6078  4.9245
 8.702  6.2205
5.6677  3.5737
13.858  14.689
9.2658  6.1216
 12.48  12.947
10.517  9.3793
15.246  11.489
 7.307  5.1836
10.651   9.997
10.663  8.6169
5.8951  11.922
14.402  14.383
14.727  18.563
8.1546  10.252
8.5099  12.283
10.977  14.937
7.9319  12.937
8.5181   2.522
10.046  11.645
8.5331  7.2104
9.8524  12.464
9.8998  10.616
8.4088  4.7432
7.4697   6.367
 8.104  13.833
 9.494  10.213
8.9866   6.018
10.937  12.445
  15.9  16.015
10.939  10.797
6.7384  9.9373
8.5644  9.2626
11.344  7.8068
9.9489  16.145
6.2719  7.0926
11.765  9.9967
12.868  15.277
8.5392  4.1234
7.9407   6.064
8.0131  9.1872
8.0845   6.451
6.9932  2.3967
6.5377  8.3415
8.0003  4.9766
10.968  7.0486
18.194  18.053
3.5824  -1.302
14.195  9.5717
5.7143  5.3381
10.478  11.074
9.4634  10.318
14.053  13.636
14.044  17.333
14.455  10.244
8.9281  6.4101
8.8612  10.701
8.4286    11.1
9.3161  10.699
9.4673  5.5287
8.8728  9.2481
11.479  7.4472
11.642  13.556
14.396  14.392
5.4297  4.5017
9.1402  8.5357
9.7524  6.3585
10.274  8.6127
 11.57  12.727
9.1456  11.226
11.214  11.695
12.342   14.33
13.474  17.356
11.179  12.419
10.007  10.166
9.4748  8.8324
9.2568  10.148
13.322  15.638
 5.839  6.2215
10.252  17.709
9.8662  4.4803
6.6021  -1.956
9.8414  8.2969
9.0294  10.938
  12.8  20.236
8.7293  4.6785
9.1576  7.6306
 8.601  3.7577
 11.89  8.0147
18.242  17.983
7.1121  5.9051
2.2214  3.8831
12.055  16.635
9.4691   7.113
16.439  18.719
13.423  14.313
11.807  10.558
5.9762  2.9289
15.889  16.305
 6.061  6.3431
 9.942  10.802
10.739  5.2236
8.0639   9.896
10.805  10.985
6.7648  2.8948
7.2212  7.6142
17.235  19.259
9.5455  10.336
8.3064  5.5656
12.837  12.671
11.109  11.882
7.0345  6.8568
7.7557  7.1452
8.1524  11.229
13.201    17.2
12.044  9.5705
9.5482  5.0656
11.208  12.562
4.8408  3.1069
4.6382  5.9875
14.572  17.783
2.8017  6.7333
1.1285  .94464
13.815  14.278
12.085  16.266
6.4306  4.4619
10.485  9.5901
 7.141  8.1934
13.188  10.653
2.3028   5.993
10.448  16.675
10.086  9.7844
14.108  9.8104
13.688  15.216
7.2491  -.2023
11.883  13.846
8.9656  7.3501
2.2557  -1.755
8.2446  10.771
9.9537  12.286
6.8793  3.8005
11.468  4.1592
15.925  18.418
12.299  7.0914
 8.023  4.9316
10.424  11.025
11.579  11.505
10.928  8.5903
7.4759  4.5475
 6.836  9.9123
6.6137  8.3108
9.4766  6.4049
11.479  8.4012
11.871  9.3709
8.9444  8.1454
6.8391  9.6559
17.546  18.445
4.2434  5.1134
12.072  6.4268
 10.23  10.999
4.0061  4.0889
11.583  13.174
 3.078  7.2751
11.588  14.876
8.6606  4.8645
2.0573  .57234
8.3445  4.2077
12.048  5.5001
14.778  19.107
 12.44  15.402
6.3748  9.0606
10.112  13.153
12.455  17.731
9.1296  7.9468
7.5948  -1.331
7.7894  10.019
11.116  8.2886
13.428  21.682
15.067  10.858
11.571  11.413
 8.315  6.1698
7.1209  7.4807
9.3796    9.45
5.4258  3.1996
8.9513  2.8546
10.319   8.624
10.089  11.639
8.6211  9.4421
5.7653  -.5742
12.689  14.436
9.5436  12.847
9.4076  10.006
11.531  7.3668
13.298  16.695
11.322   9.401
9.3889  .34071
8.3178  9.9032
9.6911  12.129
12.272  16.702
9.3803  11.562
5.4089  10.728
9.9587  12.236
 16.18  18.844
9.8875  3.9545
12.036   8.827
 13.72  17.323
10.142  10.119
10.747  14.787
8.1109  13.772
14.661  16.567
11.695  10.902
10.814  14.786
17.836  17.949
6.0088  2.1546
5.8008   3.658
5.6539  .67278
9.5495  5.3081
7.1152  9.5979
10.181  10.492
11.561  7.5065
9.9917  10.589
10.935  9.2373
8.8795  7.7862
11.555  11.063
8.6338  7.4982
14.137  17.526
16.286  18.523
12.904  11.744
8.0607  8.3529
6.8843  5.5162
13.956   13.31
 17.07  14.144
6.1409  4.3886
7.3784  7.9969
15.769  17.193
15.765    19.3
14.231  10.975
9.9268  6.5176
7.2178  4.3454
10.273  13.305
8.3883   11.35
6.9113  8.6272
11.523  11.865
9.3323  10.339
 10.61  14.125
6.2099  8.8927
8.6733  11.607
10.869  9.3157
6.3947  3.8086
 8.482  7.9494
 5.053  3.8171
11.012  14.596
 6.888  9.5043
3.3429  5.4708
7.5137  5.7693
10.484   4.958
10.662   8.078
11.689  9.6689
13.386  4.7609
 7.134  8.1534
8.1985  9.2636
4.8242  4.4354
6.2798  2.3879
12.788  14.486
  11.8  8.5074
11.257  12.527
6.8937   5.949
13.734  15.179
12.252  16.498
9.6522  6.5615
9.9067  6.9066
14.582  14.787
13.611  17.123
8.2908  10.942
11.267  9.1689
18.132  25.583
9.4639  11.694
9.9371  6.3643
8.6236   9.703
10.682  11.857
14.073   14.95
11.619  15.034
5.0499  4.1307
10.178  4.7895
9.8653  9.3188
11.133  11.747
7.9465  11.572
9.3764  5.9149
   2.5  -2.429
8.6461  13.889
11.841  9.4215
10.019  5.5021
7.7141  8.4547
7.4337   10.84
11.922  15.605
9.7075  9.5826
11.452  13.719
8.3167  5.2146
4.3048  5.3936
13.212  11.031
7.5676  5.8514
10.668   12.09
9.7067  7.3016
10.874  10.158
8.7387  8.4886
11.572  10.848
10.648  12.799
3.1365  .92637
5.8839  9.9607
9.3818  9.5523
12.562  14.199
9.7405  4.5394
10.559  12.237
8.3417  3.6994
9.4431  10.084
14.468  12.096
10.757  13.313
7.6686  8.4636
  4.43  -.1672
3.5688  6.9404
8.5937  10.094
 9.539  10.197
13.099  8.8652
11.133   13.23
7.1745  11.022
9.6174  9.4503
10.811  8.1293
13.024   12.79
11.188  13.387
9.2451  7.4396
7.7837  10.847
11.762   12.43
 11.03  10.546
9.5178  6.0462
3.9793  4.6804
16.491  21.154
5.7598  5.3838
9.7938  11.765
3.2168  1.6615
11.445   7.357
 6.041   7.867
12.274  11.859
