 -1.36  3.7483       1       
 -1.62  -1.325       0       
-.2827  -2.219       0       
-.3064  .15649       0       
2.4746  5.8677       1       
1.2739  -3.094       0       
-4.536  .17139       0       
 -1.67   6.347       1       
2.1917  -5.826       0       
-1.973  7.0393       1       
3.8365  3.4863       1       
-.9922  4.6317       1       
 2.349  -2.754       0       
-.3246  1.1149       0       
-5.528  6.5211       1       
1.3159   6.792       1       
-3.094  6.6266       1       
-5.955  -.0698       0       
2.0945   -3.49       0       
.58636  .27039       0       
 1.207  -3.381       0       
-1.411  -.6685       0       
4.2197  -1.381       0       
-.3878  1.2004       0       
-.3579  7.3433       1       
 1.445  -2.744       0       
-1.298  8.5875       1       
.95007  6.9089       1       
-1.345  1.6757       0       
-1.463  5.1246       1       
1.2441  6.5402       1       
-3.984  5.6648       1       
2.7568  6.1614       1       
.64001  -3.167       0       
2.8076  -1.516       0       
-1.399  3.4512       1       
1.3857  3.7168       1       
-1.228  -.4889       0       
1.5447  .42346       0       
.53607   -.567       0       
1.6042  7.3815       1       
.19916  7.3087       1       
-2.848  4.5475       1       
-2.743  8.1333       1       
-4.634  8.8612       1       
1.5577  5.8185       1       
 1.169  3.5201       1       
-1.735   6.604       1       
 -2.88  2.8787       0       
-4.162  6.1621       1       
 -4.91   8.917       1       
-4.531  4.8713       0       
-1.042  5.1852       1       
 -3.42  8.3284       1       
-2.438  1.3856       0       
1.2866  -1.957       0       
-1.395  -.2377       0       
-1.528  -2.307       0       
-4.753  9.3711       1       
1.8142   -1.41       0       
-4.192   5.038       1       
 -1.13  5.3885       1       
.45856  2.6281       1       
.27002  4.6545       1       
-2.824  -.5994       0       
 3.273   -1.76       0       
 3.444  1.9902       0       
 -1.11  -.1133       0       
 .1134  -1.413       0       
-5.306    6.47       1       
-1.488  5.1876       1       
2.4591  -1.758       0       
1.3777  -1.139       0       
-2.796  3.7679       1       
.51471  -3.117       0       
-1.709  2.8749       0       
-.9936  4.2821       1       
-2.938  6.5742       1       
3.5476  -2.983       0       
-2.374  2.6154       0       
-1.257  1.5803       1       
4.8415   -3.06       0       
-.9623  4.2506       0       
1.3498  4.1722       1       
.07117  5.2275       1       
1.9311  -3.485       0       
-5.172   1.015       0       
1.0555  -2.898       0       
2.1898  -3.468       0       
.35242  -2.391       0       
-1.883  7.3588       1       
-1.543  7.3606       1       
.28223  .18286       0       
4.4999  -.7032       0       
-1.664   -1.02       0       
-2.791   7.551       1       
.74164  .40051       0       
-2.811  3.2584       0       
-.6508  1.2891       0       
