0.38106	-0.1547	1
0.01152	-0.0253	1
-0.1789	0.37872	1
0.10484	-0.0304	1
0.10975	-0.4945	1
1.0824	0.00021	0
-0.2293	1.8889	0
0.91613	-1.381	0
0.65646	0.81893	0
-1.444	-1.118	0
0.41085	-0.0552	1
-0.2616	-0.0801	1
-0.0938	-0.0503	1
-0.396	0.39775	1
0.08459	-0.0752	1
-0.1126	0.10798	1
-0.1157	0.02587	1
0.15461	-0.4742	1
0.15393	0.30132	1
-0.167	-0.1978	1
0.21817	-0.6655	1
-0.0021	0.03886	1
0.13359	0.08017	1
0.3823	-0.0537	1
0.21914	-0.1939	1
-0.1668	0.39212	1
-0.3072	0.0236	1
-0.2756	0.14597	1
0.19558	0.00812	1
-0.2362	0.11064	1
-0.1407	0.26717	1
-0.2326	-0.0564	1
0.29024	-0.1001	1
-0.1892	0.27935	1
-0.1571	-0.3502	1
-0.3025	0.42639	1
-0.5979	-0.1048	1
-0.0395	0.22776	1
-0.1811	-0.1859	1
-0.0525	0.13824	1
-0.0429	-0.1636	1
-0.2167	0.19516	1
-0.1621	0.02806	1
-0.1408	0.3661	1
-0.0494	0.20595	1
0.40247	-0.286	1
-0.0041	-0.0751	1
0.34951	-0.2448	1
-0.252	0.2741	1
-0.2213	0.10323	1
0.10697	-0.0481	1
0.1484	-0.16	1
-0.0799	-0.3423	1
0.05154	-0.2724	1
-0.1413	-0.2328	1
-0.0901	-0.0499	1
-0.1885	-0.1395	1
-0.2547	-0.1939	1
0.01632	0.03421	1
-0.223	-0.1682	1
-0.0479	-0.2979	1
0.30442	-0.2297	1
-0.3137	0.12324	1
-0.2689	-0.4081	1
0.02505	-0.0485	1
-0.1998	-0.0253	1
0.18549	0.06637	1
0.3284	-0.3471	1
-0.0498	0.26587	1
-0.3944	0.49323	1
0.18697	-0.1296	1
-0.0194	-0.0659	1
0.04806	-0.4524	1
0.05967	-0.0994	1
0.49832	0.17558	1
0.17954	0.08982	1
-0.1654	-0.3235	1
-0.3749	-0.116	1
0.22195	-0.0302	1
0.27235	-0.0947	1
-0.1514	-0.1835	1
-0.175	0.22847	1
0.14746	-0.1185	1
0.38018	-0.2741	1
0.37916	0.36795	1
-0.1885	0.12922	1
0.58681	0.15955	1
0.29796	0.0761	1
0.2168	0.02097	1
0.20629	-0.5183	1
-0.3063	-0.0437	1
0.11701	0.05065	1
-0.0295	-0.0937	1
0.13776	-0.0227	1
-0.0645	0.01523	1
0.0209	0.04152	1
-0.1501	0.46092	1
0.24236	-0.2415	1
0.07208	-0.1129	1
-0.1278	0.10465	1
-0.148	-0.1313	1
0.06098	-0.0007	1
-0.1781	-0.1479	1
0.25879	0.32084	1
-0.226	1.4359	0
-1.263	1.2605	0
0.33884	-1.836	0
1.0646	0.16313	0
-1.792	-0.3173	0
-1.013	-0.2923	0
1.3125	-1.372	0
0.93983	-1.265	0
1.154	-0.1545	0
0.78819	1.6299	0
1.2102	-0.7715	0
0.72436	1.5695	0
0.4381	1.9064	0
0.71559	0.83961	0
-0.6235	0.96648	0
-1.132	0.89354	0
-0.7045	0.92663	0
0.73276	1.4861	0
1.2398	1.5345	0
0.34049	-1.846	0
0.05415	1.7425	0
-1.23	1.4934	0
-1.622	0.31365	0
-0.9721	0.89924	0
-1.192	-0.1632	0
-1.329	1.3944	0
0.2892	1.8705	0
1.1836	0.93506	0
-0.6082	-1.403	0
-0.247	-1.054	0
-1.833	0.64495	0
-0.9458	1.1298	0
0.16647	1.0172	0
-1.807	0.12039	0
1.0859	-0.6807	0
1.0787	-0.358	0
0.75599	-1.467	0
1.1001	0.87186	0
0.95647	-1.539	0
-1.523	0.87313	0
-1.066	1.1959	0
0.9121	1.3366	0
1.4729	0.50168	0
1.1342	-1.324	0
-1.475	0.72219	0
-1.555	-0.7351	0
-1.283	0.35199	0
-0.314	-1.033	0
-1.017	-0.2744	0
-1.238	1.243	0
1.3966	-0.84	0
0.4873	-1.816	0
-0.1158	1.897	0
0.63286	-0.8242	0
1.5334	-0.5289	0
0.03524	-1.717	0
-1.18	-0.4157	0
1.2551	0.92005	0
0.96663	0.50152	0
1.681	1.0353	0
1.4646	-0.129	0
-0.3363	1.2594	0
-0.9268	0.92827	0
0.32891	-1.052	0
-0.7134	-1.006	0
-1.029	-0.1387	0
-0.5296	-0.9316	0
1.0711	0.00801	0
-1.505	0.01328	0
0.93716	0.84711	0
0.62453	1.197	0
0.9451	0.7579	0
1.4976	-0.8937	0
-0.9426	1.1008	0
-1.402	-1.172	0
0.26515	1.3133	0
-1.835	0.67173	0
1.158	1.201	0
0.59862	1.789	0
1.2529	0.64125	0
1.2367	0.96439	0
0.62221	1.8583	0
-0.8991	1.3323	0
-0.8546	-1.799	0
1.1557	-0.8469	0
0.44407	-1.188	0
0.3905	1.21	0
1.7636	-0.0037	0
1.0483	0.26131	0
1.8625	-0.539	0
-1.27	0.42804	0
1.5828	0.57768	0
-0.218	-1.072	0
0.56194	1.0441	0
0.95051	0.45761	0
